agent_related,hamper_type,Creator,dependents_qty,household,preferred_contact_methods,preferred_languages,year_month,dw,age_group,days_since_last_pickup,days_diff_scheduled_actual,rescheduled_flag,month,total_visits,avg_days_between_pickups,is_single_pickup,return_binary,latitude,longitude,distance_to_center,sex_Male,status_Closed,status_Flagged,status_Outreach,status_Pending,location_cluster_1,location_cluster_2,location_cluster_3,location_cluster_4
6,1,7,2.0,1,Email,Arabic,2024-07,1,"[55, 60)",68,7,1,7,6,38.8,,Yes,53.5908746,-113.467745,5.341385849855382,True,False,False,False,False,False,True,False,False
6,1,7,2.0,1,Email,Arabic,2024-08,1,"[55, 60)",27,4,1,8,6,38.8,,No,53.5908746,-113.467745,5.341385849855382,True,False,False,False,False,False,True,False,False
4,1,5,2.0,1,"Email , SMS",Arabic,2023-12,1,"[45, 50)",0,0,1,12,9,27.625,,Yes,53.6231437,-113.5332,8.481490041296095,False,False,False,False,False,False,True,False,False
4,1,5,2.0,1,"Email , SMS",Arabic,2024-02,1,"[45, 50)",43,0,1,2,9,27.625,,Yes,53.6231437,-113.5332,8.481490041296095,False,False,False,False,False,False,True,False,False
4,1,5,2.0,1,"Email , SMS",Arabic,2024-03,1,"[45, 50)",31,3,1,3,9,27.625,,Yes,53.6231437,-113.5332,8.481490041296095,False,False,False,False,False,False,True,False,False
4,1,5,2.0,1,"Email , SMS",Arabic,2024-04,1,"[45, 50)",49,21,1,4,9,27.625,,Yes,53.6231437,-113.5332,8.481490041296095,False,False,False,False,False,False,True,False,False
4,1,5,2.0,1,"Email , SMS",Arabic,2024-05,1,"[45, 50)",30,22,1,5,9,27.625,,Yes,53.6231437,-113.5332,8.481490041296095,False,False,False,False,False,False,True,False,False
4,1,2,2.0,1,"Email , SMS",Arabic,2024-05,1,"[45, 50)",0,22,1,5,9,27.625,,Yes,53.6231437,-113.5332,8.481490041296095,False,False,False,False,False,False,True,False,False
4,1,5,2.0,1,"Email , SMS",Arabic,2024-07,1,"[45, 50)",33,-27,1,7,9,27.625,,Yes,53.6231437,-113.5332,8.481490041296095,False,False,False,False,False,False,True,False,False
4,1,2,2.0,1,"Email , SMS",Arabic,2024-07,1,"[45, 50)",0,-27,1,7,9,27.625,,Yes,53.6231437,-113.5332,8.481490041296095,False,False,False,False,False,False,True,False,False
4,1,5,2.0,1,"Email , SMS",Arabic,2024-08,1,"[45, 50)",35,4,1,8,9,27.625,,No,53.6231437,-113.5332,8.481490041296095,False,False,False,False,False,False,True,False,False
9,1,10,2.0,1,WhatsApp,"Arabic , English",2024-03,1,"[40, 45)",0,0,1,3,1,31.930804853208784,,No,53.4708714,-113.4506482,9.40720886956368,False,False,False,False,False,False,False,False,True
9,1,10,6.0,1,WhatsApp,"Arabic , Kurdish",2023-11,1,"[40, 45)",0,0,1,11,7,43.0,,Yes,53.609543,-113.4774773,7.036124105774194,True,False,False,False,False,False,True,False,False
9,1,10,6.0,1,WhatsApp,"Arabic , Kurdish",2023-12,1,"[40, 45)",35,5,1,12,7,43.0,,Yes,53.609543,-113.4774773,7.036124105774194,True,False,False,False,False,False,True,False,False
6,1,7,6.0,1,WhatsApp,"Arabic , Kurdish",2024-01,1,"[40, 45)",31,0,1,1,7,43.0,,Yes,53.609543,-113.4774773,7.036124105774194,True,False,False,False,False,False,True,False,False
6,1,7,6.0,1,WhatsApp,"Arabic , Kurdish",2024-03,1,"[40, 45)",34,0,1,3,7,43.0,,Yes,53.609543,-113.4774773,7.036124105774194,True,False,False,False,False,False,True,False,False
6,1,7,6.0,1,WhatsApp,"Arabic , Kurdish",2024-04,1,"[40, 45)",34,-21,1,4,7,43.0,,Yes,53.609543,-113.4774773,7.036124105774194,True,False,False,False,False,False,True,False,False
6,1,7,6.0,1,WhatsApp,"Arabic , Kurdish",2024-05,1,"[40, 45)",29,-21,1,5,7,43.0,,No,53.609543,-113.4774773,7.036124105774194,True,False,False,False,False,False,True,False,False
6,1,7,6.0,1,WhatsApp,"Arabic , Kurdish",2024-08,1,"[40, 45)",95,4,1,8,7,43.0,,No,53.609543,-113.4774773,7.036124105774194,True,False,False,False,False,False,True,False,False
6,1,7,6.0,1,"WhatsApp , SMS , Phone Call",Arabic,2023-11,1,"[35, 40)",0,0,1,11,10,27.666666666666668,,Yes,53.5939348,-113.4823456,5.278782732699146,True,False,False,False,False,False,True,False,False
4,1,5,6.0,1,"WhatsApp , SMS , Phone Call",Arabic,2024-01,1,"[35, 40)",37,0,1,1,10,27.666666666666668,,Yes,53.5939348,-113.4823456,5.278782732699146,True,False,False,False,False,False,True,False,False
4,1,5,6.0,1,"WhatsApp , SMS , Phone Call",Arabic,2024-02,1,"[35, 40)",35,-1,1,2,10,27.666666666666668,,Yes,53.5939348,-113.4823456,5.278782732699146,True,False,False,False,False,False,True,False,False
4,1,5,6.0,1,"WhatsApp , SMS , Phone Call",Arabic,2024-03,1,"[35, 40)",27,-1,1,3,10,27.666666666666668,,Yes,53.5939348,-113.4823456,5.278782732699146,True,False,False,False,False,False,True,False,False
4,1,5,6.0,1,"WhatsApp , SMS , Phone Call",Arabic,2024-05,1,"[35, 40)",59,-2,1,5,10,27.666666666666668,,Yes,53.5939348,-113.4823456,5.278782732699146,True,False,False,False,False,False,True,False,False
4,1,5,6.0,1,"WhatsApp , SMS , Phone Call",Arabic,2024-06,1,"[35, 40)",31,-2,1,6,10,27.666666666666668,,Yes,53.5939348,-113.4823456,5.278782732699146,True,False,False,False,False,False,True,False,False
4,1,2,6.0,1,"WhatsApp , SMS , Phone Call",Arabic,2024-06,1,"[35, 40)",0,-2,1,6,10,27.666666666666668,,Yes,53.5939348,-113.4823456,5.278782732699146,True,False,False,False,False,False,True,False,False
4,1,5,6.0,1,"WhatsApp , SMS , Phone Call",Arabic,2024-07,1,"[35, 40)",27,-4,1,7,10,27.666666666666668,,Yes,53.5939348,-113.4823456,5.278782732699146,True,False,False,False,False,False,True,False,False
4,1,2,6.0,1,"WhatsApp , SMS , Phone Call",Arabic,2024-07,1,"[35, 40)",0,-4,1,7,10,27.666666666666668,,Yes,53.5939348,-113.4823456,5.278782732699146,True,False,False,False,False,False,True,False,False
4,1,5,6.0,1,"WhatsApp , SMS , Phone Call",Arabic,2024-08,1,"[35, 40)",33,2,1,8,10,27.666666666666668,,No,53.5939348,-113.4823456,5.278782732699146,True,False,False,False,False,False,True,False,False
6,1,7,2.0,1,SMS,"Persian , English",2023-11,1,"[25, 30)",0,0,1,11,8,38.285714285714285,,Yes,53.4818915,-113.4970247,7.45575110564366,False,False,False,False,False,False,False,False,True
4,1,5,2.0,1,SMS,"Persian , English",2023-12,1,"[25, 30)",30,0,1,12,8,38.285714285714285,,No,53.4818915,-113.4970247,7.45575110564366,False,False,False,False,False,False,False,False,True
4,1,5,2.0,1,SMS,"Persian , English",2024-04,1,"[25, 30)",115,-6,1,4,8,38.285714285714285,,Yes,53.4818915,-113.4970247,7.45575110564366,False,False,False,False,False,False,False,False,True
4,1,5,2.0,1,SMS,"Persian , English",2024-05,1,"[25, 30)",30,-5,1,5,8,38.285714285714285,,Yes,53.4818915,-113.4970247,7.45575110564366,False,False,False,False,False,False,False,False,True
4,1,5,2.0,1,SMS,"Persian , English",2024-06,1,"[25, 30)",32,-3,1,6,8,38.285714285714285,,Yes,53.4818915,-113.4970247,7.45575110564366,False,False,False,False,False,False,False,False,True
4,1,2,2.0,1,SMS,"Persian , English",2024-06,1,"[25, 30)",0,-3,1,6,8,38.285714285714285,,Yes,53.4818915,-113.4970247,7.45575110564366,False,False,False,False,False,False,False,False,True
4,1,5,2.0,1,SMS,"Persian , English",2024-07,1,"[25, 30)",34,1,1,7,8,38.285714285714285,,Yes,53.4818915,-113.4970247,7.45575110564366,False,False,False,False,False,False,False,False,True
4,1,5,2.0,1,SMS,"Persian , English",2024-08,1,"[25, 30)",27,-2,1,8,8,38.285714285714285,,No,53.4818915,-113.4970247,7.45575110564366,False,False,False,False,False,False,False,False,True
4,1,5,1.0,1,SMS,English,2023-11,1,"[25, 30)",0,0,1,11,7,33.166666666666664,,No,53.57232759999999,-113.3913024,8.05043777328008,False,False,False,False,False,False,True,False,False
5,1,6,1.0,1,SMS,English,2024-02,1,"[25, 30)",82,5,1,2,7,33.166666666666664,,Yes,53.57232759999999,-113.3913024,8.05043777328008,False,False,False,False,False,False,True,False,False
5,1,6,1.0,1,SMS,English,2024-04,1,"[25, 30)",55,1,1,4,7,33.166666666666664,,Yes,53.57232759999999,-113.3913024,8.05043777328008,False,False,False,False,False,False,True,False,False
5,1,6,1.0,1,SMS,English,2024-05,1,"[25, 30)",42,13,1,5,7,33.166666666666664,,Yes,53.57232759999999,-113.3913024,8.05043777328008,False,False,False,False,False,False,True,False,False
5,1,2,1.0,1,SMS,English,2024-05,1,"[25, 30)",0,13,1,5,7,33.166666666666664,,Yes,53.57232759999999,-113.3913024,8.05043777328008,False,False,False,False,False,False,True,False,False
5,1,6,1.0,1,SMS,English,2024-06,1,"[25, 30)",20,3,1,6,7,33.166666666666664,,Yes,53.57232759999999,-113.3913024,8.05043777328008,False,False,False,False,False,False,True,False,False
5,1,2,1.0,1,SMS,English,2024-06,1,"[25, 30)",0,3,1,6,7,33.166666666666664,,No,53.57232759999999,-113.3913024,8.05043777328008,False,False,False,False,False,False,True,False,False
4,1,5,6.0,1,WhatsApp,Arabic,2023-11,1,"[40, 45)",0,0,1,11,10,29.88888888888889,,Yes,53.6303127,-113.5125047,9.097289600110267,True,False,False,False,False,False,True,False,False
6,1,7,6.0,1,WhatsApp,Arabic,2023-12,1,"[40, 45)",25,0,1,12,10,29.88888888888889,,Yes,53.6303127,-113.5125047,9.097289600110267,True,False,False,False,False,False,True,False,False
4,1,5,6.0,1,WhatsApp,Arabic,2024-01,1,"[40, 45)",36,0,1,1,10,29.88888888888889,,Yes,53.6303127,-113.5125047,9.097289600110267,True,False,False,False,False,False,True,False,False
6,1,7,6.0,1,WhatsApp,Arabic,2024-03,1,"[40, 45)",41,0,0,3,10,29.88888888888889,,Yes,53.6303127,-113.5125047,9.097289600110267,True,False,False,False,False,False,True,False,False
4,1,5,6.0,1,WhatsApp,Arabic,2024-04,1,"[40, 45)",34,-14,1,4,10,29.88888888888889,,Yes,53.6303127,-113.5125047,9.097289600110267,True,False,False,False,False,False,True,False,False
4,1,5,6.0,1,WhatsApp,Arabic,2024-05,1,"[40, 45)",26,-17,1,5,10,29.88888888888889,,Yes,53.6303127,-113.5125047,9.097289600110267,True,False,False,False,False,False,True,False,False
4,1,5,6.0,1,WhatsApp,Arabic,2024-06,1,"[40, 45)",45,-3,1,6,10,29.88888888888889,,Yes,53.6303127,-113.5125047,9.097289600110267,True,False,False,False,False,False,True,False,False
4,1,2,6.0,1,WhatsApp,Arabic,2024-06,1,"[40, 45)",0,-3,1,6,10,29.88888888888889,,Yes,53.6303127,-113.5125047,9.097289600110267,True,False,False,False,False,False,True,False,False
4,1,5,6.0,1,WhatsApp,Arabic,2024-07,1,"[40, 45)",33,3,1,7,10,29.88888888888889,,Yes,53.6303127,-113.5125047,9.097289600110267,True,False,False,False,False,False,True,False,False
4,1,5,6.0,1,WhatsApp,Arabic,2024-08,1,"[40, 45)",29,2,1,8,10,29.88888888888889,,No,53.6303127,-113.5125047,9.097289600110267,True,False,False,False,False,False,True,False,False
6,1,7,7.0,1,SMS,"Arabic , Turkish",2023-12,1,"[40, 45)",0,0,1,12,9,29.0,,Yes,53.556044,-113.5577702,3.5213350428333623,True,False,False,False,False,False,False,False,False
6,1,7,7.0,1,SMS,"Arabic , Turkish",2024-01,1,"[40, 45)",35,0,1,1,9,29.0,,Yes,53.556044,-113.5577702,3.5213350428333623,True,False,False,False,False,False,False,False,False
6,1,7,7.0,1,SMS,"Arabic , Turkish",2024-02,1,"[40, 45)",37,6,1,2,9,29.0,,Yes,53.556044,-113.5577702,3.5213350428333623,True,False,False,False,False,False,False,False,False
6,1,7,7.0,1,SMS,"Arabic , Turkish",2024-03,1,"[40, 45)",34,12,1,3,9,29.0,,Yes,53.556044,-113.5577702,3.5213350428333623,True,False,False,False,False,False,False,False,False
6,1,7,7.0,1,SMS,"Arabic , Turkish",2024-04,1,"[40, 45)",32,13,1,4,9,29.0,,Yes,53.556044,-113.5577702,3.5213350428333623,True,False,False,False,False,False,False,False,False
6,1,7,7.0,1,SMS,"Arabic , Turkish",2024-06,1,"[40, 45)",57,9,1,6,9,29.0,,Yes,53.556044,-113.5577702,3.5213350428333623,True,False,False,False,False,False,False,False,False
6,1,2,7.0,1,SMS,"Arabic , Turkish",2024-06,1,"[40, 45)",0,9,1,6,9,29.0,,Yes,53.556044,-113.5577702,3.5213350428333623,True,False,False,False,False,False,False,False,False
6,1,7,7.0,1,SMS,"Arabic , Turkish",2024-08,1,"[40, 45)",37,16,1,8,9,29.0,,Yes,53.556044,-113.5577702,3.5213350428333623,True,False,False,False,False,False,False,False,False
6,1,7,7.0,1,SMS,"Arabic , Turkish",2024-08,1,"[40, 45)",0,-1,1,8,9,29.0,,No,53.556044,-113.5577702,3.5213350428333623,True,False,False,False,False,False,False,False,False
6,1,7,6.0,1,SMS,"Dari , Pashto",2023-11,1,"[30, 35)",0,0,1,11,10,26.77777777777778,,Yes,53.5187928,-113.6379817,9.354832156639644,True,True,False,False,False,False,False,False,False
6,1,7,6.0,1,SMS,"Dari , Pashto",2023-12,1,"[30, 35)",30,0,1,12,10,26.77777777777778,,Yes,53.5187928,-113.6379817,9.354832156639644,True,True,False,False,False,False,False,False,False
6,1,7,6.0,1,SMS,"Dari , Pashto",2024-02,1,"[30, 35)",39,0,1,2,10,26.77777777777778,,Yes,53.5187928,-113.6379817,9.354832156639644,True,True,False,False,False,False,False,False,False
6,1,7,6.0,1,SMS,"Dari , Pashto",2024-03,1,"[30, 35)",30,1,1,3,10,26.77777777777778,,Yes,53.5187928,-113.6379817,9.354832156639644,True,True,False,False,False,False,False,False,False
6,1,7,6.0,1,SMS,"Dari , Pashto",2024-04,1,"[30, 35)",39,10,1,4,10,26.77777777777778,,Yes,53.5187928,-113.6379817,9.354832156639644,True,True,False,False,False,False,False,False,False
6,1,7,6.0,1,SMS,"Dari , Pashto",2024-05,1,"[30, 35)",42,23,1,5,10,26.77777777777778,,Yes,53.5187928,-113.6379817,9.354832156639644,True,True,False,False,False,False,False,False,False
6,1,2,6.0,1,SMS,"Dari , Pashto",2024-05,1,"[30, 35)",0,23,1,5,10,26.77777777777778,,Yes,53.5187928,-113.6379817,9.354832156639644,True,True,False,False,False,False,False,False,False
6,1,7,6.0,1,SMS,"Dari , Pashto",2024-06,1,"[30, 35)",28,20,1,6,10,26.77777777777778,,Yes,53.5187928,-113.6379817,9.354832156639644,True,True,False,False,False,False,False,False,False
6,1,2,6.0,1,SMS,"Dari , Pashto",2024-06,1,"[30, 35)",0,20,1,6,10,26.77777777777778,,Yes,53.5187928,-113.6379817,9.354832156639644,True,True,False,False,False,False,False,False,False
6,1,7,6.0,1,SMS,"Dari , Pashto",2024-07,1,"[30, 35)",33,24,1,7,10,26.77777777777778,,No,53.5187928,-113.6379817,9.354832156639644,True,True,False,False,False,False,False,False,False
6,1,7,4.0,1,"SMS , WhatsApp",Persian,2023-11,1,"[35, 40)",0,0,1,11,6,47.8,,No,53.58316259999999,-113.3930024,8.420237687000657,True,False,False,False,False,False,True,False,False
6,1,7,4.0,1,"SMS , WhatsApp",Persian,2024-02,1,"[35, 40)",72,11,1,2,6,47.8,,No,53.58316259999999,-113.3930024,8.420237687000657,True,False,False,False,False,False,True,False,False
6,1,7,4.0,1,"SMS , WhatsApp",Persian,2024-05,1,"[35, 40)",103,-6,1,5,6,47.8,,Yes,53.58316259999999,-113.3930024,8.420237687000657,True,False,False,False,False,False,True,False,False
6,1,7,4.0,1,"SMS , WhatsApp",Persian,2024-06,1,"[35, 40)",34,-2,1,6,6,47.8,,Yes,53.58316259999999,-113.3930024,8.420237687000657,True,False,False,False,False,False,True,False,False
6,1,2,4.0,1,"SMS , WhatsApp",Persian,2024-06,1,"[35, 40)",0,-2,1,6,6,47.8,,Yes,53.58316259999999,-113.3930024,8.420237687000657,True,False,False,False,False,False,True,False,False
6,1,7,4.0,1,"SMS , WhatsApp",Persian,2024-07,1,"[35, 40)",30,-2,1,7,6,47.8,,No,53.58316259999999,-113.3930024,8.420237687000657,True,False,False,False,False,False,True,False,False
6,1,7,2.0,1,SMS,"Hausa , English",2023-11,1,"[35, 40)",0,0,1,11,6,55.2,,No,53.4552863,-113.5020013,10.395971166439924,False,False,False,False,False,False,False,False,True
6,1,7,2.0,1,SMS,"Hausa , English",2024-01,1,"[35, 40)",63,-1,1,1,6,55.2,,Yes,53.4552863,-113.5020013,10.395971166439924,False,False,False,False,False,False,False,False,True
6,1,7,2.0,1,SMS,"Hausa , English",2024-02,1,"[35, 40)",29,-2,1,2,6,55.2,,No,53.4552863,-113.5020013,10.395971166439924,False,False,False,False,False,False,False,False,True
6,1,7,2.0,1,SMS,"Hausa , English",2024-04,1,"[35, 40)",69,8,1,4,6,55.2,,Yes,53.4552863,-113.5020013,10.395971166439924,False,False,False,False,False,False,False,False,True
6,1,7,2.0,1,SMS,"Hausa , English",2024-05,1,"[35, 40)",28,-2,1,5,6,55.2,,No,53.4552863,-113.5020013,10.395971166439924,False,False,False,False,False,False,False,False,True
6,1,7,2.0,1,SMS,"Hausa , English",2024-08,1,"[35, 40)",87,-5,1,8,6,55.2,,No,53.4552863,-113.5020013,10.395971166439924,False,False,False,False,False,False,False,False,True
6,1,7,5.0,1,SMS,"Arabic , English",2023-12,1,"[55, 60)",0,0,1,12,10,26.0,,Yes,53.606391,-113.4248279,8.382389856787897,True,False,False,False,False,False,True,False,False
7,1,8,5.0,1,SMS,"Arabic , English",2024-01,1,"[55, 60)",35,0,1,1,10,26.0,,Yes,53.606391,-113.4248279,8.382389856787897,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,SMS,"Arabic , English",2024-02,1,"[55, 60)",34,0,1,2,10,26.0,,Yes,53.606391,-113.4248279,8.382389856787897,True,False,False,False,False,False,True,False,False
7,1,8,5.0,1,SMS,"Arabic , English",2024-03,1,"[55, 60)",34,0,1,3,10,26.0,,Yes,53.606391,-113.4248279,8.382389856787897,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,SMS,"Arabic , English",2024-04,1,"[55, 60)",36,12,1,4,10,26.0,,Yes,53.606391,-113.4248279,8.382389856787897,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,SMS,"Arabic , English",2024-05,1,"[55, 60)",33,3,1,5,10,26.0,,Yes,53.606391,-113.4248279,8.382389856787897,True,False,False,False,False,False,True,False,False
6,1,2,5.0,1,SMS,"Arabic , English",2024-05,1,"[55, 60)",0,3,1,5,10,26.0,,Yes,53.606391,-113.4248279,8.382389856787897,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,SMS,"Arabic , English",2024-06,1,"[55, 60)",30,3,1,6,10,26.0,,Yes,53.606391,-113.4248279,8.382389856787897,True,False,False,False,False,False,True,False,False
6,1,2,5.0,1,SMS,"Arabic , English",2024-06,1,"[55, 60)",0,3,1,6,10,26.0,,Yes,53.606391,-113.4248279,8.382389856787897,True,False,False,False,False,False,True,False,False
6,1,7,5.0,1,SMS,"Arabic , English",2024-07,1,"[55, 60)",32,5,1,7,10,26.0,,No,53.606391,-113.4248279,8.382389856787897,True,False,False,False,False,False,True,False,False
6,1,7,2.0,1,Email,"Albanian , Albanian",2023-11,1,"[30, 35)",0,0,1,11,4,51.66666666666666,,No,53.6240384,-113.5357921,8.616374657282297,False,False,False,False,False,False,True,False,False
6,1,7,2.0,1,Email,"Albanian , Albanian",2024-03,1,"[30, 35)",101,-1,1,3,4,51.66666666666666,,Yes,53.6240384,-113.5357921,8.616374657282297,False,False,False,False,False,False,True,False,False
6,1,7,2.0,1,Email,"Albanian , Albanian",2024-05,1,"[30, 35)",54,126,1,5,4,51.66666666666666,,Yes,53.6240384,-113.5357921,8.616374657282297,False,False,False,False,False,False,True,False,False
6,1,7,2.0,1,Email,"Albanian , Albanian",2024-05,1,"[30, 35)",0,-1,1,5,4,51.66666666666666,,No,53.6240384,-113.5357921,8.616374657282297,False,False,False,False,False,False,True,False,False
4,1,5,2.0,1,SMS,"Somali , English",2023-11,1,"[60, 65)",0,0,1,11,7,42.0,,Yes,53.5029215,-113.6222753,9.234251648619104,False,False,False,False,False,False,False,False,False
10,1,11,2.0,1,SMS,"Somali , English",2024-01,1,"[60, 65)",33,0,1,1,7,42.0,,Yes,53.5029215,-113.6222753,9.234251648619104,False,False,False,False,False,False,False,False,False
6,1,7,2.0,1,SMS,"Somali , English",2024-02,1,"[60, 65)",34,0,1,2,7,42.0,,Yes,53.5029215,-113.6222753,9.234251648619104,False,False,False,False,False,False,False,False,False
6,1,7,2.0,1,SMS,"Somali , English",2024-03,1,"[60, 65)",29,-1,1,3,7,42.0,,Yes,53.5029215,-113.6222753,9.234251648619104,False,False,False,False,False,False,False,False,False
6,1,7,2.0,1,SMS,"Somali , English",2024-04,1,"[60, 65)",31,0,1,4,7,42.0,,Yes,53.5029215,-113.6222753,9.234251648619104,False,False,False,False,False,False,False,False,False
